FAQ_ID,Category,Question,Answer,Related_Policy,Applies_To,Tags,Last_Updated,Visibility
FAQ-0160,Troubleshooting,When should I contact customer service for troubleshooting?,"For the question, ""When should I contact customer service for troubleshooting?"", Start with basic troubleshooting before requesting replacement service. Confirm the device has power, the app is updated, the network is available, and the device is within range of the router, hub, or paired accessory. Restart the device and app, then check for firmware updates. If the issue continues, record the error message, LED status, time of failure, model number, serial number, and any recent changes to Wi-Fi, installation, or automation settings. Support may use this information to determine next steps.",Customer Service SOP,All categories,"troubleshooting,support",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0161,Account & App,How do I create an account?,"For the question, ""How do I create an account?"", Account and app settings can usually be managed from the profile, security, device, or home settings menu. For account changes, verify your identity through the email address or phone number associated with the account. Some changes, such as deleting an account, removing a shared user, or exporting data, may affect device access, subscriptions, automations, and stored history. Review warnings carefully before confirming. If you cannot access the account, contact support and provide order or device information for verification.",Privacy Policy,All categories,"account,create",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0162,Account & App,How do I reset my password?,"For the question, ""How do I reset my password?"", Account and app settings can usually be managed from the profile, security, device, or home settings menu. For account changes, verify your identity through the email address or phone number associated with the account. Some changes, such as deleting an account, removing a shared user, or exporting data, may affect device access, subscriptions, automations, and stored history. Review warnings carefully before confirming. If you cannot access the account, contact support and provide order or device information for verification.",Privacy Policy,All categories,"account,password",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0163,Account & App,How do I change my email address?,"For the question, ""How do I change my email address?"", Account and app settings can usually be managed from the profile, security, device, or home settings menu. For account changes, verify your identity through the email address or phone number associated with the account. Some changes, such as deleting an account, removing a shared user, or exporting data, may affect device access, subscriptions, automations, and stored history. Review warnings carefully before confirming. If you cannot access the account, contact support and provide order or device information for verification.",Privacy Policy,All categories,"account,email",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0164,Account & App,How do I delete my account?,"For the question, ""How do I delete my account?"", Account and app settings can usually be managed from the profile, security, device, or home settings menu. For account changes, verify your identity through the email address or phone number associated with the account. Some changes, such as deleting an account, removing a shared user, or exporting data, may affect device access, subscriptions, automations, and stored history. Review warnings carefully before confirming. If you cannot access the account, contact support and provide order or device information for verification.",Privacy Policy,All categories,"account,delete",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0165,Account & App,Can I have multiple homes in one account?,"For the question, ""Can I have multiple homes in one account?"", Account and app settings can usually be managed from the profile, security, device, or home settings menu. For account changes, verify your identity through the email address or phone number associated with the account. Some changes, such as deleting an account, removing a shared user, or exporting data, may affect device access, subscriptions, automations, and stored history. Review warnings carefully before confirming. If you cannot access the account, contact support and provide order or device information for verification.",Help Center,All categories,"account,multiple homes",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0166,Account & App,How do I remove a device from my account?,"For the question, ""How do I remove a device from my account?"", Account and app settings can usually be managed from the profile, security, device, or home settings menu. For account changes, verify your identity through the email address or phone number associated with the account. Some changes, such as deleting an account, removing a shared user, or exporting data, may affect device access, subscriptions, automations, and stored history. Review warnings carefully before confirming. If you cannot access the account, contact support and provide order or device information for verification.",Privacy Policy,All smart device categories,"account,remove device",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0167,Account & App,How do I manage app notifications?,"For the question, ""How do I manage app notifications?"", Account and app settings can usually be managed from the profile, security, device, or home settings menu. For account changes, verify your identity through the email address or phone number associated with the account. Some changes, such as deleting an account, removing a shared user, or exporting data, may affect device access, subscriptions, automations, and stored history. Review warnings carefully before confirming. If you cannot access the account, contact support and provide order or device information for verification.",Privacy Policy,All categories,"account,notifications",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0168,Account & App,Can I use the app without location permission?,"For the question, ""Can I use the app without location permission?"", Account and app settings can usually be managed from the profile, security, device, or home settings menu. For account changes, verify your identity through the email address or phone number associated with the account. Some changes, such as deleting an account, removing a shared user, or exporting data, may affect device access, subscriptions, automations, and stored history. Review warnings carefully before confirming. If you cannot access the account, contact support and provide order or device information for verification.",Privacy Policy,All categories,"account,location",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0169,Account & App,How do I enable two-factor authentication?,"For the question, ""How do I enable two-factor authentication?"", Account and app settings can usually be managed from the profile, security, device, or home settings menu. For account changes, verify your identity through the email address or phone number associated with the account. Some changes, such as deleting an account, removing a shared user, or exporting data, may affect device access, subscriptions, automations, and stored history. Review warnings carefully before confirming. If you cannot access the account, contact support and provide order or device information for verification.",Privacy Policy,All categories,"account,2FA",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0170,Account & App,What should I do if I cannot log in?,"For the question, ""What should I do if I cannot log in?"", Account and app settings can usually be managed from the profile, security, device, or home settings menu. For account changes, verify your identity through the email address or phone number associated with the account. Some changes, such as deleting an account, removing a shared user, or exporting data, may affect device access, subscriptions, automations, and stored history. Review warnings carefully before confirming. If you cannot access the account, contact support and provide order or device information for verification.",Privacy Policy,All categories,"account,login",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0171,Account & App,How do I update my profile information?,"For the question, ""How do I update my profile information?"", Account and app settings can usually be managed from the profile, security, device, or home settings menu. For account changes, verify your identity through the email address or phone number associated with the account. Some changes, such as deleting an account, removing a shared user, or exporting data, may affect device access, subscriptions, automations, and stored history. Review warnings carefully before confirming. If you cannot access the account, contact support and provide order or device information for verification.",Privacy Policy,All categories,"account,profile",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0172,Account & App,Can I merge two accounts?,"For the question, ""Can I merge two accounts?"", Account and app settings can usually be managed from the profile, security, device, or home settings menu. For account changes, verify your identity through the email address or phone number associated with the account. Some changes, such as deleting an account, removing a shared user, or exporting data, may affect device access, subscriptions, automations, and stored history. Review warnings carefully before confirming. If you cannot access the account, contact support and provide order or device information for verification.",Privacy Policy,All categories,"account,merge",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0173,Account & App,How do I remove a family member from my home?,"For the question, ""How do I remove a family member from my home?"", Account and app settings can usually be managed from the profile, security, device, or home settings menu. For account changes, verify your identity through the email address or phone number associated with the account. Some changes, such as deleting an account, removing a shared user, or exporting data, may affect device access, subscriptions, automations, and stored history. Review warnings carefully before confirming. If you cannot access the account, contact support and provide order or device information for verification.",Privacy Policy,All categories,"account,family",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0174,Account & App,How do I change the language in the app?,"For the question, ""How do I change the language in the app?"", Account and app settings can usually be managed from the profile, security, device, or home settings menu. For account changes, verify your identity through the email address or phone number associated with the account. Some changes, such as deleting an account, removing a shared user, or exporting data, may affect device access, subscriptions, automations, and stored history. Review warnings carefully before confirming. If you cannot access the account, contact support and provide order or device information for verification.",Help Center,All categories,"account,language",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0175,Account & App,How do I change the time zone for my devices?,"For the question, ""How do I change the time zone for my devices?"", Account and app settings can usually be managed from the profile, security, device, or home settings menu. For account changes, verify your identity through the email address or phone number associated with the account. Some changes, such as deleting an account, removing a shared user, or exporting data, may affect device access, subscriptions, automations, and stored history. Review warnings carefully before confirming. If you cannot access the account, contact support and provide order or device information for verification.",Help Center,All smart device categories,"account,time zone",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0176,Account & App,Why am I not receiving verification emails?,"For the question, ""Why am I not receiving verification emails?"", Account and app settings can usually be managed from the profile, security, device, or home settings menu. For account changes, verify your identity through the email address or phone number associated with the account. Some changes, such as deleting an account, removing a shared user, or exporting data, may affect device access, subscriptions, automations, and stored history. Review warnings carefully before confirming. If you cannot access the account, contact support and provide order or device information for verification.",Privacy Policy,All categories,"account,verification",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0177,Account & App,Can I use the same account on multiple phones?,"For the question, ""Can I use the same account on multiple phones?"", Account and app settings can usually be managed from the profile, security, device, or home settings menu. For account changes, verify your identity through the email address or phone number associated with the account. Some changes, such as deleting an account, removing a shared user, or exporting data, may affect device access, subscriptions, automations, and stored history. Review warnings carefully before confirming. If you cannot access the account, contact support and provide order or device information for verification.",Privacy Policy,All categories,"account,multiple phones",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0178,Account & App,How do I download my account data?,"For the question, ""How do I download my account data?"", Account and app settings can usually be managed from the profile, security, device, or home settings menu. For account changes, verify your identity through the email address or phone number associated with the account. Some changes, such as deleting an account, removing a shared user, or exporting data, may affect device access, subscriptions, automations, and stored history. Review warnings carefully before confirming. If you cannot access the account, contact support and provide order or device information for verification.",Privacy Policy,All categories,"account,data export",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0179,Account & App,What happens to my devices if I delete the app?,"For the question, ""What happens to my devices if I delete the app?"", Account and app settings can usually be managed from the profile, security, device, or home settings menu. For account changes, verify your identity through the email address or phone number associated with the account. Some changes, such as deleting an account, removing a shared user, or exporting data, may affect device access, subscriptions, automations, and stored history. Review warnings carefully before confirming. If you cannot access the account, contact support and provide order or device information for verification.",Help Center,All smart device categories,"account,delete app",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0180,Account & App,How do I contact support from the app?,"For the question, ""How do I contact support from the app?"", Account and app settings can usually be managed from the profile, security, device, or home settings menu. For account changes, verify your identity through the email address or phone number associated with the account. Some changes, such as deleting an account, removing a shared user, or exporting data, may affect device access, subscriptions, automations, and stored history. Review warnings carefully before confirming. If you cannot access the account, contact support and provide order or device information for verification.",Customer Service SOP,All categories,"account,support",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0181,Privacy & Security,What personal data do you collect?,"For the question, ""What personal data do you collect?"", We use personal data to provide orders, support, device functionality, security, troubleshooting, service improvement, and communications described in the Privacy Policy. Privacy choices may include marketing opt-out, cookie settings, diagnostic controls, data access requests, deletion requests, and managing shared users or third-party integrations. For connected devices, certain data may be needed for core functions such as notifications, remote access, cloud recording, or automation. Review privacy settings regularly and contact support if you believe your account or data has been misused.",Privacy Policy,All categories,"privacy,data collection",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0182,Privacy & Security,Do you collect audio recordings from smart speakers?,"For the question, ""Do you collect audio recordings from smart speakers?"", We use personal data to provide orders, support, device functionality, security, troubleshooting, service improvement, and communications described in the Privacy Policy. Privacy choices may include marketing opt-out, cookie settings, diagnostic controls, data access requests, deletion requests, and managing shared users or third-party integrations. For connected devices, certain data may be needed for core functions such as notifications, remote access, cloud recording, or automation. Review privacy settings regularly and contact support if you believe your account or data has been misused.",Privacy Policy,Smart Speaker,"privacy,audio",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0183,Privacy & Security,Do smart cameras record video continuously?,"For the question, ""Do smart cameras record video continuously?"", We use personal data to provide orders, support, device functionality, security, troubleshooting, service improvement, and communications described in the Privacy Policy. Privacy choices may include marketing opt-out, cookie settings, diagnostic controls, data access requests, deletion requests, and managing shared users or third-party integrations. For connected devices, certain data may be needed for core functions such as notifications, remote access, cloud recording, or automation. Review privacy settings regularly and contact support if you believe your account or data has been misused.",Privacy Policy,Smart Camera,"privacy,video",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0184,Privacy & Security,How do you protect my account data?,"For the question, ""How do you protect my account data?"", We use personal data to provide orders, support, device functionality, security, troubleshooting, service improvement, and communications described in the Privacy Policy. Privacy choices may include marketing opt-out, cookie settings, diagnostic controls, data access requests, deletion requests, and managing shared users or third-party integrations. For connected devices, certain data may be needed for core functions such as notifications, remote access, cloud recording, or automation. Review privacy settings regularly and contact support if you believe your account or data has been misused.",Privacy Policy,All categories,"privacy,security",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0185,Privacy & Security,Do you sell personal information?,"For the question, ""Do you sell personal information?"", We use personal data to provide orders, support, device functionality, security, troubleshooting, service improvement, and communications described in the Privacy Policy. Privacy choices may include marketing opt-out, cookie settings, diagnostic controls, data access requests, deletion requests, and managing shared users or third-party integrations. For connected devices, certain data may be needed for core functions such as notifications, remote access, cloud recording, or automation. Review privacy settings regularly and contact support if you believe your account or data has been misused.",Privacy Policy,All categories,"privacy,sale",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0186,Privacy & Security,Can I opt out of marketing emails?,"For the question, ""Can I opt out of marketing emails?"", We use personal data to provide orders, support, device functionality, security, troubleshooting, service improvement, and communications described in the Privacy Policy. Privacy choices may include marketing opt-out, cookie settings, diagnostic controls, data access requests, deletion requests, and managing shared users or third-party integrations. For connected devices, certain data may be needed for core functions such as notifications, remote access, cloud recording, or automation. Review privacy settings regularly and contact support if you believe your account or data has been misused.",Privacy Policy,All categories,"privacy,marketing",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0187,Privacy & Security,How do I request deletion of personal data?,"For the question, ""How do I request deletion of personal data?"", We use personal data to provide orders, support, device functionality, security, troubleshooting, service improvement, and communications described in the Privacy Policy. Privacy choices may include marketing opt-out, cookie settings, diagnostic controls, data access requests, deletion requests, and managing shared users or third-party integrations. For connected devices, certain data may be needed for core functions such as notifications, remote access, cloud recording, or automation. Review privacy settings regularly and contact support if you believe your account or data has been misused.",Privacy Policy,All categories,"privacy,deletion",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0188,Privacy & Security,How long do you keep order records?,"For the question, ""How long do you keep order records?"", We use personal data to provide orders, support, device functionality, security, troubleshooting, service improvement, and communications described in the Privacy Policy. Privacy choices may include marketing opt-out, cookie settings, diagnostic controls, data access requests, deletion requests, and managing shared users or third-party integrations. For connected devices, certain data may be needed for core functions such as notifications, remote access, cloud recording, or automation. Review privacy settings regularly and contact support if you believe your account or data has been misused.",Privacy Policy,All categories,"privacy,retention",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0189,Privacy & Security,Do you use cookies on the website?,"For the question, ""Do you use cookies on the website?"", We use personal data to provide orders, support, device functionality, security, troubleshooting, service improvement, and communications described in the Privacy Policy. Privacy choices may include marketing opt-out, cookie settings, diagnostic controls, data access requests, deletion requests, and managing shared users or third-party integrations. For connected devices, certain data may be needed for core functions such as notifications, remote access, cloud recording, or automation. Review privacy settings regularly and contact support if you believe your account or data has been misused.",Privacy Policy,All categories,"privacy,cookies",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0190,Privacy & Security,Can I control camera storage settings?,"For the question, ""Can I control camera storage settings?"", We use personal data to provide orders, support, device functionality, security, troubleshooting, service improvement, and communications described in the Privacy Policy. Privacy choices may include marketing opt-out, cookie settings, diagnostic controls, data access requests, deletion requests, and managing shared users or third-party integrations. For connected devices, certain data may be needed for core functions such as notifications, remote access, cloud recording, or automation. Review privacy settings regularly and contact support if you believe your account or data has been misused.",Privacy Policy,Smart Camera,"privacy,camera storage",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0191,Privacy & Security,Who can see my device activity?,"For the question, ""Who can see my device activity?"", We use personal data to provide orders, support, device functionality, security, troubleshooting, service improvement, and communications described in the Privacy Policy. Privacy choices may include marketing opt-out, cookie settings, diagnostic controls, data access requests, deletion requests, and managing shared users or third-party integrations. For connected devices, certain data may be needed for core functions such as notifications, remote access, cloud recording, or automation. Review privacy settings regularly and contact support if you believe your account or data has been misused.",Privacy Policy,All smart device categories,"privacy,device activity",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0192,Privacy & Security,Do you share data with service providers?,"For the question, ""Do you share data with service providers?"", We use personal data to provide orders, support, device functionality, security, troubleshooting, service improvement, and communications described in the Privacy Policy. Privacy choices may include marketing opt-out, cookie settings, diagnostic controls, data access requests, deletion requests, and managing shared users or third-party integrations. For connected devices, certain data may be needed for core functions such as notifications, remote access, cloud recording, or automation. Review privacy settings regularly and contact support if you believe your account or data has been misused.",Privacy Policy,All categories,"privacy,service providers",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0193,Privacy & Security,How do you handle data from children?,"For the question, ""How do you handle data from children?"", We use personal data to provide orders, support, device functionality, security, troubleshooting, service improvement, and communications described in the Privacy Policy. Privacy choices may include marketing opt-out, cookie settings, diagnostic controls, data access requests, deletion requests, and managing shared users or third-party integrations. For connected devices, certain data may be needed for core functions such as notifications, remote access, cloud recording, or automation. Review privacy settings regularly and contact support if you believe your account or data has been misused.",Privacy Policy,All categories,"privacy,children",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0194,Privacy & Security,Can I turn off diagnostic data sharing?,"For the question, ""Can I turn off diagnostic data sharing?"", We use personal data to provide orders, support, device functionality, security, troubleshooting, service improvement, and communications described in the Privacy Policy. Privacy choices may include marketing opt-out, cookie settings, diagnostic controls, data access requests, deletion requests, and managing shared users or third-party integrations. For connected devices, certain data may be needed for core functions such as notifications, remote access, cloud recording, or automation. Review privacy settings regularly and contact support if you believe your account or data has been misused.",Privacy Policy,All categories,"privacy,diagnostics",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0195,Privacy & Security,What should I do if my account may be compromised?,"For the question, ""What should I do if my account may be compromised?"", We use personal data to provide orders, support, device functionality, security, troubleshooting, service improvement, and communications described in the Privacy Policy. Privacy choices may include marketing opt-out, cookie settings, diagnostic controls, data access requests, deletion requests, and managing shared users or third-party integrations. For connected devices, certain data may be needed for core functions such as notifications, remote access, cloud recording, or automation. Review privacy settings regularly and contact support if you believe your account or data has been misused.",Privacy Policy,All categories,"privacy,compromised",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0196,Privacy & Security,How do I revoke third-party integrations?,"For the question, ""How do I revoke third-party integrations?"", We use personal data to provide orders, support, device functionality, security, troubleshooting, service improvement, and communications described in the Privacy Policy. Privacy choices may include marketing opt-out, cookie settings, diagnostic controls, data access requests, deletion requests, and managing shared users or third-party integrations. For connected devices, certain data may be needed for core functions such as notifications, remote access, cloud recording, or automation. Review privacy settings regularly and contact support if you believe your account or data has been misused.",Privacy Policy,All categories,"privacy,integrations",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0197,Privacy & Security,Do you use data to improve smart home features?,"For the question, ""Do you use data to improve smart home features?"", We use personal data to provide orders, support, device functionality, security, troubleshooting, service improvement, and communications described in the Privacy Policy. Privacy choices may include marketing opt-out, cookie settings, diagnostic controls, data access requests, deletion requests, and managing shared users or third-party integrations. For connected devices, certain data may be needed for core functions such as notifications, remote access, cloud recording, or automation. Review privacy settings regularly and contact support if you believe your account or data has been misused.",Privacy Policy,All categories,"privacy,product improvement",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0198,Privacy & Security,Can I request a copy of my data?,"For the question, ""Can I request a copy of my data?"", We use personal data to provide orders, support, device functionality, security, troubleshooting, service improvement, and communications described in the Privacy Policy. Privacy choices may include marketing opt-out, cookie settings, diagnostic controls, data access requests, deletion requests, and managing shared users or third-party integrations. For connected devices, certain data may be needed for core functions such as notifications, remote access, cloud recording, or automation. Review privacy settings regularly and contact support if you believe your account or data has been misused.",Privacy Policy,All categories,"privacy,data copy",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0199,Privacy & Security,How do you handle cross-border data transfers?,"For the question, ""How do you handle cross-border data transfers?"", We use personal data to provide orders, support, device functionality, security, troubleshooting, service improvement, and communications described in the Privacy Policy. Privacy choices may include marketing opt-out, cookie settings, diagnostic controls, data access requests, deletion requests, and managing shared users or third-party integrations. For connected devices, certain data may be needed for core functions such as notifications, remote access, cloud recording, or automation. Review privacy settings regularly and contact support if you believe your account or data has been misused.",Privacy Policy,All categories,"privacy,cross-border",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0200,Privacy & Security,How do I report a privacy concern?,"For the question, ""How do I report a privacy concern?"", We use personal data to provide orders, support, device functionality, security, troubleshooting, service improvement, and communications described in the Privacy Policy. Privacy choices may include marketing opt-out, cookie settings, diagnostic controls, data access requests, deletion requests, and managing shared users or third-party integrations. For connected devices, certain data may be needed for core functions such as notifications, remote access, cloud recording, or automation. Review privacy settings regularly and contact support if you believe your account or data has been misused.",Privacy Policy,All categories,"privacy,concern",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0201,Invoices & Business,How do I request an invoice?,"For the question, ""How do I request an invoice?"", Invoices and receipts are generated from the billing information attached to the order. You can usually download them from your account after payment is completed or the order is shipped. Business customers may request tax IDs, purchase order references, VAT details, or corrected billing details where supported. Some changes cannot be made after shipment, tax reporting, or refund processing. For invoice corrections, provide the order number, legal billing name, billing address, tax information, and the exact change requested.",Terms of Service,All categories,"invoice,request",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0202,Invoices & Business,Can I update the billing name on an invoice?,"For the question, ""Can I update the billing name on an invoice?"", Invoices and receipts are generated from the billing information attached to the order. You can usually download them from your account after payment is completed or the order is shipped. Business customers may request tax IDs, purchase order references, VAT details, or corrected billing details where supported. Some changes cannot be made after shipment, tax reporting, or refund processing. For invoice corrections, provide the order number, legal billing name, billing address, tax information, and the exact change requested.",Terms of Service,All categories,"invoice,billing name",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0203,Invoices & Business,Can I add a tax ID to my invoice?,"For the question, ""Can I add a tax ID to my invoice?"", Invoices and receipts are generated from the billing information attached to the order. You can usually download them from your account after payment is completed or the order is shipped. Business customers may request tax IDs, purchase order references, VAT details, or corrected billing details where supported. Some changes cannot be made after shipment, tax reporting, or refund processing. For invoice corrections, provide the order number, legal billing name, billing address, tax information, and the exact change requested.",Terms of Service,All categories,"invoice,tax ID",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0204,Invoices & Business,Where can I download my receipt?,"For the question, ""Where can I download my receipt?"", Invoices and receipts are generated from the billing information attached to the order. You can usually download them from your account after payment is completed or the order is shipped. Business customers may request tax IDs, purchase order references, VAT details, or corrected billing details where supported. Some changes cannot be made after shipment, tax reporting, or refund processing. For invoice corrections, provide the order number, legal billing name, billing address, tax information, and the exact change requested.",Terms of Service,All categories,"invoice,receipt",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0205,Invoices & Business,Can I get a pro forma invoice?,"For the question, ""Can I get a pro forma invoice?"", Invoices and receipts are generated from the billing information attached to the order. You can usually download them from your account after payment is completed or the order is shipped. Business customers may request tax IDs, purchase order references, VAT details, or corrected billing details where supported. Some changes cannot be made after shipment, tax reporting, or refund processing. For invoice corrections, provide the order number, legal billing name, billing address, tax information, and the exact change requested.",Terms of Service,All categories,"invoice,pro forma",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0206,Invoices & Business,Do you support business accounts?,"For the question, ""Do you support business accounts?"", Invoices and receipts are generated from the billing information attached to the order. You can usually download them from your account after payment is completed or the order is shipped. Business customers may request tax IDs, purchase order references, VAT details, or corrected billing details where supported. Some changes cannot be made after shipment, tax reporting, or refund processing. For invoice corrections, provide the order number, legal billing name, billing address, tax information, and the exact change requested.",Terms of Service,All categories,"business,account",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0207,Invoices & Business,Can a company place a bulk order?,"For the question, ""Can a company place a bulk order?"", Invoices and receipts are generated from the billing information attached to the order. You can usually download them from your account after payment is completed or the order is shipped. Business customers may request tax IDs, purchase order references, VAT details, or corrected billing details where supported. Some changes cannot be made after shipment, tax reporting, or refund processing. For invoice corrections, provide the order number, legal billing name, billing address, tax information, and the exact change requested.",Terms of Service,All categories,"business,bulk",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0208,Invoices & Business,Can I request a quote for multiple devices?,"For the question, ""Can I request a quote for multiple devices?"", Invoices and receipts are generated from the billing information attached to the order. You can usually download them from your account after payment is completed or the order is shipped. Business customers may request tax IDs, purchase order references, VAT details, or corrected billing details where supported. Some changes cannot be made after shipment, tax reporting, or refund processing. For invoice corrections, provide the order number, legal billing name, billing address, tax information, and the exact change requested.",Terms of Service,All smart device categories,"business,quote",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0209,Invoices & Business,Do you provide VAT invoices?,"For the question, ""Do you provide VAT invoices?"", Invoices and receipts are generated from the billing information attached to the order. You can usually download them from your account after payment is completed or the order is shipped. Business customers may request tax IDs, purchase order references, VAT details, or corrected billing details where supported. Some changes cannot be made after shipment, tax reporting, or refund processing. For invoice corrections, provide the order number, legal billing name, billing address, tax information, and the exact change requested.",Terms of Service,All categories,"invoice,VAT",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0210,Invoices & Business,Can I change invoice details after shipment?,"For the question, ""Can I change invoice details after shipment?"", Invoices and receipts are generated from the billing information attached to the order. You can usually download them from your account after payment is completed or the order is shipped. Business customers may request tax IDs, purchase order references, VAT details, or corrected billing details where supported. Some changes cannot be made after shipment, tax reporting, or refund processing. For invoice corrections, provide the order number, legal billing name, billing address, tax information, and the exact change requested.",Terms of Service,All categories,"invoice,change",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0211,Invoices & Business,Can I receive monthly billing statements?,"For the question, ""Can I receive monthly billing statements?"", Invoices and receipts are generated from the billing information attached to the order. You can usually download them from your account after payment is completed or the order is shipped. Business customers may request tax IDs, purchase order references, VAT details, or corrected billing details where supported. Some changes cannot be made after shipment, tax reporting, or refund processing. For invoice corrections, provide the order number, legal billing name, billing address, tax information, and the exact change requested.",Terms of Service,All categories,"invoice,statement",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0212,Invoices & Business,How do I request tax exemption?,"For the question, ""How do I request tax exemption?"", Invoices and receipts are generated from the billing information attached to the order. You can usually download them from your account after payment is completed or the order is shipped. Business customers may request tax IDs, purchase order references, VAT details, or corrected billing details where supported. Some changes cannot be made after shipment, tax reporting, or refund processing. For invoice corrections, provide the order number, legal billing name, billing address, tax information, and the exact change requested.",Terms of Service,All categories,"invoice,tax exemption",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0213,Invoices & Business,Can I add a purchase order number to my invoice?,"For the question, ""Can I add a purchase order number to my invoice?"", Invoices and receipts are generated from the billing information attached to the order. You can usually download them from your account after payment is completed or the order is shipped. Business customers may request tax IDs, purchase order references, VAT details, or corrected billing details where supported. Some changes cannot be made after shipment, tax reporting, or refund processing. For invoice corrections, provide the order number, legal billing name, billing address, tax information, and the exact change requested.",Terms of Service,All categories,"invoice,PO number",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0214,Invoices & Business,Can I download invoices for all past orders?,"For the question, ""Can I download invoices for all past orders?"", Invoices and receipts are generated from the billing information attached to the order. You can usually download them from your account after payment is completed or the order is shipped. Business customers may request tax IDs, purchase order references, VAT details, or corrected billing details where supported. Some changes cannot be made after shipment, tax reporting, or refund processing. For invoice corrections, provide the order number, legal billing name, billing address, tax information, and the exact change requested.",Terms of Service,All categories,"invoice,past orders",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0215,Invoices & Business,Do refunds appear on invoices?,"For the question, ""Do refunds appear on invoices?"", Invoices and receipts are generated from the billing information attached to the order. You can usually download them from your account after payment is completed or the order is shipped. Business customers may request tax IDs, purchase order references, VAT details, or corrected billing details where supported. Some changes cannot be made after shipment, tax reporting, or refund processing. For invoice corrections, provide the order number, legal billing name, billing address, tax information, and the exact change requested.",Refund Policy,All categories,"invoice,refund",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0216,Invoices & Business,Can I split an invoice across departments?,"For the question, ""Can I split an invoice across departments?"", Invoices and receipts are generated from the billing information attached to the order. You can usually download them from your account after payment is completed or the order is shipped. Business customers may request tax IDs, purchase order references, VAT details, or corrected billing details where supported. Some changes cannot be made after shipment, tax reporting, or refund processing. For invoice corrections, provide the order number, legal billing name, billing address, tax information, and the exact change requested.",Terms of Service,All categories,"invoice,split",2026-07-02,Public Help Center / Customer Support Knowledge Base
